id,department,intent,language,question,source,tags,answer
763,City Mayor's Office,cmo_pet_registration_and_rabies_vaccination_of_dogs_and_cats_location,bis,Asa nga opisina moadto para sa Pet Registration and Rabies Vaccination of Dogs and Cats?,Citizen Charter Automated,"pet registration and rabies vaccination of dogs and cats, location, where, office",
764,City Mayor's Office,cmo_dog_impounding_services_requirements,en,What are the requirements for Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, requirements, documents",
765,City Mayor's Office,cmo_dog_impounding_services_requirements,en,What to bring for Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, requirements, documents",
766,City Mayor's Office,cmo_dog_impounding_services_requirements,tl,Ano ang mga kailangan para sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, requirements, documents",
767,City Mayor's Office,cmo_dog_impounding_services_requirements,bis,Unsa ang requirements para sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, requirements, documents",
768,City Mayor's Office,cmo_dog_impounding_services_process,en,How to apply for Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, process, steps, how to",
769,City Mayor's Office,cmo_dog_impounding_services_process,en,What is the process for Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, process, steps, how to",
770,City Mayor's Office,cmo_dog_impounding_services_process,tl,Paano ang proseso ng Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, process, steps, how to",
771,City Mayor's Office,cmo_dog_impounding_services_process,bis,Unsaon pag process sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, process, steps, how to",
772,City Mayor's Office,cmo_dog_impounding_services_fee,en,How much is the fee for Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, fee, cost, price, pay",
773,City Mayor's Office,cmo_dog_impounding_services_fee,en,Cost of Dog Impounding Services,Citizen Charter Automated,"dog impounding services, fee, cost, price, pay",
774,City Mayor's Office,cmo_dog_impounding_services_fee,tl,Magkano ang bayad sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, fee, cost, price, pay",
775,City Mayor's Office,cmo_dog_impounding_services_fee,bis,Pila ang bayad para sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, fee, cost, price, pay",
776,City Mayor's Office,cmo_dog_impounding_services_location,en,Where to go for Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, location, where, office",
777,City Mayor's Office,cmo_dog_impounding_services_location,en,Location of office for Dog Impounding Services,Citizen Charter Automated,"dog impounding services, location, where, office",
778,City Mayor's Office,cmo_dog_impounding_services_location,tl,Saan ang opisina para sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, location, where, office",
779,City Mayor's Office,cmo_dog_impounding_services_location,bis,Asa nga opisina moadto para sa Dog Impounding Services?,Citizen Charter Automated,"dog impounding services, location, where, office",
780,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_requirements,en,What are the requirements for Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, requirements, documents",
781,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_requirements,en,What to bring for Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, requirements, documents",
782,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_requirements,tl,Ano ang mga kailangan para sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, requirements, documents",
783,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_requirements,bis,Unsa ang requirements para sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, requirements, documents",
784,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_process,en,How to apply for Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, process, steps, how to",
785,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_process,en,What is the process for Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, process, steps, how to",
786,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_process,tl,Paano ang proseso ng Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, process, steps, how to",
787,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_process,bis,Unsaon pag process sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, process, steps, how to",
788,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_fee,en,How much is the fee for Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, fee, cost, price, pay",
789,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_fee,en,Cost of Redemption/Adoption of Impounded Dogs,Citizen Charter Automated,"redemption/adoption of impounded dogs, fee, cost, price, pay",
790,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_fee,tl,Magkano ang bayad sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, fee, cost, price, pay",
791,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_fee,bis,Pila ang bayad para sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, fee, cost, price, pay",
792,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_location,en,Where to go for Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, location, where, office",
793,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_location,en,Location of office for Redemption/Adoption of Impounded Dogs,Citizen Charter Automated,"redemption/adoption of impounded dogs, location, where, office",
794,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_location,tl,Saan ang opisina para sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, location, where, office",
795,City Mayor's Office,cmo_redemption_adoption_of_impounded_dogs_location,bis,Asa nga opisina moadto para sa Redemption/Adoption of Impounded Dogs?,Citizen Charter Automated,"redemption/adoption of impounded dogs, location, where, office",
796,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_requirements,en,What are the requirements for Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, requirements, documents",
797,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_requirements,en,What to bring for Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, requirements, documents",
798,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_requirements,tl,Ano ang mga kailangan para sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, requirements, documents",
799,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_requirements,bis,Unsa ang requirements para sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, requirements, documents",
800,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_process,en,How to apply for Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, process, steps, how to",
801,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_process,en,What is the process for Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, process, steps, how to",
802,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_process,tl,Paano ang proseso ng Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, process, steps, how to",
803,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_process,bis,Unsaon pag process sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, process, steps, how to",
804,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_fee,en,How much is the fee for Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, fee, cost, price, pay",
805,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_fee,en,Cost of Castration (Neutering) in Dogs and Cats,Citizen Charter Automated,"castration (neutering) in dogs and cats, fee, cost, price, pay",
806,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_fee,tl,Magkano ang bayad sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, fee, cost, price, pay",
807,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_fee,bis,Pila ang bayad para sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, fee, cost, price, pay",
808,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_location,en,Where to go for Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, location, where, office",
809,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_location,en,Location of office for Castration (Neutering) in Dogs and Cats,Citizen Charter Automated,"castration (neutering) in dogs and cats, location, where, office",
810,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_location,tl,Saan ang opisina para sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, location, where, office",
811,City Mayor's Office,cmo_castration_neutering_in_dogs_and_cats_location,bis,Asa nga opisina moadto para sa Castration (Neutering) in Dogs and Cats?,Citizen Charter Automated,"castration (neutering) in dogs and cats, location, where, office",
812,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_requirements,en,What are the requirements for Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, requirements, documents",
813,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_requirements,en,What to bring for Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, requirements, documents",
814,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_requirements,tl,Ano ang mga kailangan para sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, requirements, documents",
815,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_requirements,bis,Unsa ang requirements para sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, requirements, documents",
816,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_process,en,How to apply for Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, process, steps, how to",
817,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_process,en,What is the process for Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, process, steps, how to",
818,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_process,tl,Paano ang proseso ng Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, process, steps, how to",
819,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_process,bis,Unsaon pag process sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, process, steps, how to",
820,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_fee,en,How much is the fee for Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, fee, cost, price, pay",
821,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_fee,en,Cost of Issuance of Meat Inspection Certificate,Citizen Charter Automated,"issuance of meat inspection certificate, fee, cost, price, pay",
822,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_fee,tl,Magkano ang bayad sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, fee, cost, price, pay",
823,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_fee,bis,Pila ang bayad para sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, fee, cost, price, pay",
824,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_location,en,Where to go for Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, location, where, office",
825,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_location,en,Location of office for Issuance of Meat Inspection Certificate,Citizen Charter Automated,"issuance of meat inspection certificate, location, where, office",
826,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_location,tl,Saan ang opisina para sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, location, where, office",
827,City Mayor's Office,cmo_issuance_of_meat_inspection_certificate_location,bis,Asa nga opisina moadto para sa Issuance of Meat Inspection Certificate?,Citizen Charter Automated,"issuance of meat inspection certificate, location, where, office",
828,City Mayor's Office,cmo_issuance_of_traffic_clearance_requirements,en,What are the requirements for Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, requirements, documents",
829,City Mayor's Office,cmo_issuance_of_traffic_clearance_requirements,en,What to bring for Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, requirements, documents",
830,City Mayor's Office,cmo_issuance_of_traffic_clearance_requirements,tl,Ano ang mga kailangan para sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, requirements, documents",
831,City Mayor's Office,cmo_issuance_of_traffic_clearance_requirements,bis,Unsa ang requirements para sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, requirements, documents",
832,City Mayor's Office,cmo_issuance_of_traffic_clearance_process,en,How to apply for Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, process, steps, how to",
833,City Mayor's Office,cmo_issuance_of_traffic_clearance_process,en,What is the process for Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, process, steps, how to",
834,City Mayor's Office,cmo_issuance_of_traffic_clearance_process,tl,Paano ang proseso ng Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, process, steps, how to",
835,City Mayor's Office,cmo_issuance_of_traffic_clearance_process,bis,Unsaon pag process sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, process, steps, how to",
836,City Mayor's Office,cmo_issuance_of_traffic_clearance_fee,en,How much is the fee for Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, fee, cost, price, pay",
837,City Mayor's Office,cmo_issuance_of_traffic_clearance_fee,en,Cost of Issuance of Traffic Clearance,Citizen Charter Automated,"issuance of traffic clearance, fee, cost, price, pay",
838,City Mayor's Office,cmo_issuance_of_traffic_clearance_fee,tl,Magkano ang bayad sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, fee, cost, price, pay",
839,City Mayor's Office,cmo_issuance_of_traffic_clearance_fee,bis,Pila ang bayad para sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, fee, cost, price, pay",
840,City Mayor's Office,cmo_issuance_of_traffic_clearance_location,en,Where to go for Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, location, where, office",
841,City Mayor's Office,cmo_issuance_of_traffic_clearance_location,en,Location of office for Issuance of Traffic Clearance,Citizen Charter Automated,"issuance of traffic clearance, location, where, office",
842,City Mayor's Office,cmo_issuance_of_traffic_clearance_location,tl,Saan ang opisina para sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, location, where, office",
843,City Mayor's Office,cmo_issuance_of_traffic_clearance_location,bis,Asa nga opisina moadto para sa Issuance of Traffic Clearance?,Citizen Charter Automated,"issuance of traffic clearance, location, where, office",
844,City Mayor's Office,cmo_releasing_of_impounded_vehicle_requirements,en,What are the requirements for Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, requirements, documents",
845,City Mayor's Office,cmo_releasing_of_impounded_vehicle_requirements,en,What to bring for Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, requirements, documents",
846,City Mayor's Office,cmo_releasing_of_impounded_vehicle_requirements,tl,Ano ang mga kailangan para sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, requirements, documents",
847,City Mayor's Office,cmo_releasing_of_impounded_vehicle_requirements,bis,Unsa ang requirements para sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, requirements, documents",
848,City Mayor's Office,cmo_releasing_of_impounded_vehicle_process,en,How to apply for Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, process, steps, how to",
849,City Mayor's Office,cmo_releasing_of_impounded_vehicle_process,en,What is the process for Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, process, steps, how to",
850,City Mayor's Office,cmo_releasing_of_impounded_vehicle_process,tl,Paano ang proseso ng Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, process, steps, how to",
851,City Mayor's Office,cmo_releasing_of_impounded_vehicle_process,bis,Unsaon pag process sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, process, steps, how to",
852,City Mayor's Office,cmo_releasing_of_impounded_vehicle_fee,en,How much is the fee for Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, fee, cost, price, pay",
853,City Mayor's Office,cmo_releasing_of_impounded_vehicle_fee,en,Cost of Releasing of Impounded Vehicle,Citizen Charter Automated,"releasing of impounded vehicle, fee, cost, price, pay",
854,City Mayor's Office,cmo_releasing_of_impounded_vehicle_fee,tl,Magkano ang bayad sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, fee, cost, price, pay",
855,City Mayor's Office,cmo_releasing_of_impounded_vehicle_fee,bis,Pila ang bayad para sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, fee, cost, price, pay",
856,City Mayor's Office,cmo_releasing_of_impounded_vehicle_location,en,Where to go for Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, location, where, office",
857,City Mayor's Office,cmo_releasing_of_impounded_vehicle_location,en,Location of office for Releasing of Impounded Vehicle,Citizen Charter Automated,"releasing of impounded vehicle, location, where, office",
858,City Mayor's Office,cmo_releasing_of_impounded_vehicle_location,tl,Saan ang opisina para sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, location, where, office",
859,City Mayor's Office,cmo_releasing_of_impounded_vehicle_location,bis,Asa nga opisina moadto para sa Releasing of Impounded Vehicle?,Citizen Charter Automated,"releasing of impounded vehicle, location, where, office",
860,City Mayor's Office,cmo_issuance_of_building_permit_requirements,en,What are the requirements for Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, requirements, documents",
861,City Mayor's Office,cmo_issuance_of_building_permit_requirements,en,What to bring for Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, requirements, documents",
862,City Mayor's Office,cmo_issuance_of_building_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, requirements, documents",
863,City Mayor's Office,cmo_issuance_of_building_permit_requirements,bis,Unsa ang requirements para sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, requirements, documents",
864,City Mayor's Office,cmo_issuance_of_building_permit_process,en,How to apply for Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, process, steps, how to",
865,City Mayor's Office,cmo_issuance_of_building_permit_process,en,What is the process for Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, process, steps, how to",
866,City Mayor's Office,cmo_issuance_of_building_permit_process,tl,Paano ang proseso ng Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, process, steps, how to",
867,City Mayor's Office,cmo_issuance_of_building_permit_process,bis,Unsaon pag process sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, process, steps, how to",
868,City Mayor's Office,cmo_issuance_of_building_permit_fee,en,How much is the fee for Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, fee, cost, price, pay",
869,City Mayor's Office,cmo_issuance_of_building_permit_fee,en,Cost of Issuance of Building Permit,Citizen Charter Automated,"issuance of building permit, fee, cost, price, pay",
870,City Mayor's Office,cmo_issuance_of_building_permit_fee,tl,Magkano ang bayad sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, fee, cost, price, pay",
871,City Mayor's Office,cmo_issuance_of_building_permit_fee,bis,Pila ang bayad para sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, fee, cost, price, pay",
872,City Mayor's Office,cmo_issuance_of_building_permit_location,en,Where to go for Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, location, where, office",
873,City Mayor's Office,cmo_issuance_of_building_permit_location,en,Location of office for Issuance of Building Permit,Citizen Charter Automated,"issuance of building permit, location, where, office",
874,City Mayor's Office,cmo_issuance_of_building_permit_location,tl,Saan ang opisina para sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, location, where, office",
875,City Mayor's Office,cmo_issuance_of_building_permit_location,bis,Asa nga opisina moadto para sa Issuance of Building Permit?,Citizen Charter Automated,"issuance of building permit, location, where, office",
876,City Mayor's Office,cmo_issuance_of_occupancy_permit_requirements,en,What are the requirements for Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, requirements, documents",
877,City Mayor's Office,cmo_issuance_of_occupancy_permit_requirements,en,What to bring for Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, requirements, documents",
878,City Mayor's Office,cmo_issuance_of_occupancy_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, requirements, documents",
879,City Mayor's Office,cmo_issuance_of_occupancy_permit_requirements,bis,Unsa ang requirements para sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, requirements, documents",
880,City Mayor's Office,cmo_issuance_of_occupancy_permit_process,en,How to apply for Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, process, steps, how to",
881,City Mayor's Office,cmo_issuance_of_occupancy_permit_process,en,What is the process for Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, process, steps, how to",
882,City Mayor's Office,cmo_issuance_of_occupancy_permit_process,tl,Paano ang proseso ng Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, process, steps, how to",
883,City Mayor's Office,cmo_issuance_of_occupancy_permit_process,bis,Unsaon pag process sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, process, steps, how to",
884,City Mayor's Office,cmo_issuance_of_occupancy_permit_fee,en,How much is the fee for Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, fee, cost, price, pay",
885,City Mayor's Office,cmo_issuance_of_occupancy_permit_fee,en,Cost of Issuance of Occupancy Permit,Citizen Charter Automated,"issuance of occupancy permit, fee, cost, price, pay",
886,City Mayor's Office,cmo_issuance_of_occupancy_permit_fee,tl,Magkano ang bayad sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, fee, cost, price, pay",
887,City Mayor's Office,cmo_issuance_of_occupancy_permit_fee,bis,Pila ang bayad para sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, fee, cost, price, pay",
888,City Mayor's Office,cmo_issuance_of_occupancy_permit_location,en,Where to go for Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, location, where, office",
889,City Mayor's Office,cmo_issuance_of_occupancy_permit_location,en,Location of office for Issuance of Occupancy Permit,Citizen Charter Automated,"issuance of occupancy permit, location, where, office",
890,City Mayor's Office,cmo_issuance_of_occupancy_permit_location,tl,Saan ang opisina para sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, location, where, office",
891,City Mayor's Office,cmo_issuance_of_occupancy_permit_location,bis,Asa nga opisina moadto para sa Issuance of Occupancy Permit?,Citizen Charter Automated,"issuance of occupancy permit, location, where, office",
892,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_requirements,en,What are the requirements for Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, requirements, documents",
893,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_requirements,en,What to bring for Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, requirements, documents",
894,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, requirements, documents",
895,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_requirements,bis,Unsa ang requirements para sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, requirements, documents",
896,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_process,en,How to apply for Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, process, steps, how to",
897,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_process,en,What is the process for Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, process, steps, how to",
898,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_process,tl,Paano ang proseso ng Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, process, steps, how to",
899,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_process,bis,Unsaon pag process sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, process, steps, how to",
900,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_fee,en,How much is the fee for Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, fee, cost, price, pay",
901,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_fee,en,Cost of Issuance of Miscellaneous Electrical Permit,Citizen Charter Automated,"issuance of miscellaneous electrical permit, fee, cost, price, pay",
902,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_fee,tl,Magkano ang bayad sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, fee, cost, price, pay",
903,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_fee,bis,Pila ang bayad para sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, fee, cost, price, pay",
904,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_location,en,Where to go for Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, location, where, office",
905,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_location,en,Location of office for Issuance of Miscellaneous Electrical Permit,Citizen Charter Automated,"issuance of miscellaneous electrical permit, location, where, office",
906,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_location,tl,Saan ang opisina para sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, location, where, office",
907,City Mayor's Office,cmo_issuance_of_miscellaneous_electrical_permit_location,bis,Asa nga opisina moadto para sa Issuance of Miscellaneous Electrical Permit?,Citizen Charter Automated,"issuance of miscellaneous electrical permit, location, where, office",
908,City Mayor's Office,cmo_issuance_of_fencing_permit_requirements,en,What are the requirements for Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, requirements, documents",
909,City Mayor's Office,cmo_issuance_of_fencing_permit_requirements,en,What to bring for Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, requirements, documents",
910,City Mayor's Office,cmo_issuance_of_fencing_permit_requirements,tl,Ano ang mga kailangan para sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, requirements, documents",
911,City Mayor's Office,cmo_issuance_of_fencing_permit_requirements,bis,Unsa ang requirements para sa Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, requirements, documents",
912,City Mayor's Office,cmo_issuance_of_fencing_permit_process,en,How to apply for Issuance of Fencing Permit?,Citizen Charter Automated,"issuance of fencing permit, process, steps, how to",
