id,department,intent,language,question,answer,source,tags
640,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_location,en,Where to go for Issuance of Billing Statement for Socialized Housing Projects?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Billing Statement for Socialized Housing Projects:

📍 **nan**",Citizen Charter Automated,"issuance of billing statement for socialized housing projects, location, where, office"
641,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_location,en,Location of office for Issuance of Billing Statement for Socialized Housing Projects,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Billing Statement for Socialized Housing Projects:

📍 **nan**",Citizen Charter Automated,"issuance of billing statement for socialized housing projects, location, where, office"
642,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_location,tl,Saan ang opisina para sa Issuance of Billing Statement for Socialized Housing Projects?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Billing Statement for Socialized Housing Projects:

📍 **nan**",Citizen Charter Automated,"issuance of billing statement for socialized housing projects, location, where, office"
643,City Mayor's Office,cmo_issuance_of_billing_statement_for_socialized_housing_projects_location,bis,Asa nga opisina moadto para sa Issuance of Billing Statement for Socialized Housing Projects?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Billing Statement for Socialized Housing Projects:

📍 **nan**",Citizen Charter Automated,"issuance of billing statement for socialized housing projects, location, where, office"
644,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_requirements,en,What are the requirements for Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Certification to HOA Applicants for CMP:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, requirements, documents"
645,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_requirements,en,What to bring for Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Certification to HOA Applicants for CMP:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, requirements, documents"
646,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_requirements,tl,Ano ang mga kailangan para sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Certification to HOA Applicants for CMP:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, requirements, documents"
647,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_requirements,bis,Unsa ang requirements para sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here are the **Requirements** for Issuance of Certification to HOA Applicants for CMP:



Please ensure all documents are complete.",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, requirements, documents"
648,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_process,en,How to apply for Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Certification to HOA Applicants for CMP:

",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, process, steps, how to"
649,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_process,en,What is the process for Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Certification to HOA Applicants for CMP:

",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, process, steps, how to"
650,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_process,tl,Paano ang proseso ng Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Certification to HOA Applicants for CMP:

",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, process, steps, how to"
651,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_process,bis,Unsaon pag process sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Issuance of Certification to HOA Applicants for CMP:

",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, process, steps, how to"
652,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_fee,en,How much is the fee for Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Certification to HOA Applicants for CMP is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, fee, cost, price, pay"
653,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_fee,en,Cost of Issuance of Certification to HOA Applicants for CMP,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Certification to HOA Applicants for CMP is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, fee, cost, price, pay"
654,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_fee,tl,Magkano ang bayad sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Certification to HOA Applicants for CMP is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, fee, cost, price, pay"
655,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_fee,bis,Pila ang bayad para sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, the **Fee or Cost** for Issuance of Certification to HOA Applicants for CMP is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, fee, cost, price, pay"
656,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_location,en,Where to go for Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Certification to HOA Applicants for CMP:

📍 **nan**",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, location, where, office"
657,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_location,en,Location of office for Issuance of Certification to HOA Applicants for CMP,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Certification to HOA Applicants for CMP:

📍 **nan**",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, location, where, office"
658,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_location,tl,Saan ang opisina para sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Certification to HOA Applicants for CMP:

📍 **nan**",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, location, where, office"
659,City Mayor's Office,cmo_issuance_of_certification_to_hoa_applicants_for_cmp_location,bis,Asa nga opisina moadto para sa Issuance of Certification to HOA Applicants for CMP?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Issuance of Certification to HOA Applicants for CMP:

📍 **nan**",Citizen Charter Automated,"issuance of certification to hoa applicants for cmp, location, where, office"
660,City Mayor's Office,cmo_request_for_public_service_announcement_requirements,en,What are the requirements for Request for Public Service Announcement?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Public Service Announcement:



Please ensure all documents are complete.",Citizen Charter Automated,"request for public service announcement, requirements, documents"
661,City Mayor's Office,cmo_request_for_public_service_announcement_requirements,en,What to bring for Request for Public Service Announcement?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Public Service Announcement:



Please ensure all documents are complete.",Citizen Charter Automated,"request for public service announcement, requirements, documents"
662,City Mayor's Office,cmo_request_for_public_service_announcement_requirements,tl,Ano ang mga kailangan para sa Request for Public Service Announcement?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Public Service Announcement:



Please ensure all documents are complete.",Citizen Charter Automated,"request for public service announcement, requirements, documents"
663,City Mayor's Office,cmo_request_for_public_service_announcement_requirements,bis,Unsa ang requirements para sa Request for Public Service Announcement?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Public Service Announcement:



Please ensure all documents are complete.",Citizen Charter Automated,"request for public service announcement, requirements, documents"
664,City Mayor's Office,cmo_request_for_public_service_announcement_process,en,How to apply for Request for Public Service Announcement?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Public Service Announcement:

",Citizen Charter Automated,"request for public service announcement, process, steps, how to"
665,City Mayor's Office,cmo_request_for_public_service_announcement_process,en,What is the process for Request for Public Service Announcement?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Public Service Announcement:

",Citizen Charter Automated,"request for public service announcement, process, steps, how to"
666,City Mayor's Office,cmo_request_for_public_service_announcement_process,tl,Paano ang proseso ng Request for Public Service Announcement?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Public Service Announcement:

",Citizen Charter Automated,"request for public service announcement, process, steps, how to"
667,City Mayor's Office,cmo_request_for_public_service_announcement_process,bis,Unsaon pag process sa Request for Public Service Announcement?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Public Service Announcement:

",Citizen Charter Automated,"request for public service announcement, process, steps, how to"
668,City Mayor's Office,cmo_request_for_public_service_announcement_fee,en,How much is the fee for Request for Public Service Announcement?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Public Service Announcement is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for public service announcement, fee, cost, price, pay"
669,City Mayor's Office,cmo_request_for_public_service_announcement_fee,en,Cost of Request for Public Service Announcement,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Public Service Announcement is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for public service announcement, fee, cost, price, pay"
670,City Mayor's Office,cmo_request_for_public_service_announcement_fee,tl,Magkano ang bayad sa Request for Public Service Announcement?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Public Service Announcement is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for public service announcement, fee, cost, price, pay"
671,City Mayor's Office,cmo_request_for_public_service_announcement_fee,bis,Pila ang bayad para sa Request for Public Service Announcement?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Public Service Announcement is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for public service announcement, fee, cost, price, pay"
672,City Mayor's Office,cmo_request_for_public_service_announcement_location,en,Where to go for Request for Public Service Announcement?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Public Service Announcement:

📍 **nan**",Citizen Charter Automated,"request for public service announcement, location, where, office"
673,City Mayor's Office,cmo_request_for_public_service_announcement_location,en,Location of office for Request for Public Service Announcement,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Public Service Announcement:

📍 **nan**",Citizen Charter Automated,"request for public service announcement, location, where, office"
674,City Mayor's Office,cmo_request_for_public_service_announcement_location,tl,Saan ang opisina para sa Request for Public Service Announcement?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Public Service Announcement:

📍 **nan**",Citizen Charter Automated,"request for public service announcement, location, where, office"
675,City Mayor's Office,cmo_request_for_public_service_announcement_location,bis,Asa nga opisina moadto para sa Request for Public Service Announcement?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Public Service Announcement:

📍 **nan**",Citizen Charter Automated,"request for public service announcement, location, where, office"
676,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_requirements,en,What are the requirements for Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here are the **Requirements** for Request for copies of IEC/Statements/Advisories:



Please ensure all documents are complete.",Citizen Charter Automated,"request for copies of iec/statements/advisories, requirements, documents"
677,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_requirements,en,What to bring for Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here are the **Requirements** for Request for copies of IEC/Statements/Advisories:



Please ensure all documents are complete.",Citizen Charter Automated,"request for copies of iec/statements/advisories, requirements, documents"
678,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_requirements,tl,Ano ang mga kailangan para sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here are the **Requirements** for Request for copies of IEC/Statements/Advisories:



Please ensure all documents are complete.",Citizen Charter Automated,"request for copies of iec/statements/advisories, requirements, documents"
679,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_requirements,bis,Unsa ang requirements para sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here are the **Requirements** for Request for copies of IEC/Statements/Advisories:



Please ensure all documents are complete.",Citizen Charter Automated,"request for copies of iec/statements/advisories, requirements, documents"
680,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_process,en,How to apply for Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for copies of IEC/Statements/Advisories:

",Citizen Charter Automated,"request for copies of iec/statements/advisories, process, steps, how to"
681,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_process,en,What is the process for Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for copies of IEC/Statements/Advisories:

",Citizen Charter Automated,"request for copies of iec/statements/advisories, process, steps, how to"
682,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_process,tl,Paano ang proseso ng Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for copies of IEC/Statements/Advisories:

",Citizen Charter Automated,"request for copies of iec/statements/advisories, process, steps, how to"
683,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_process,bis,Unsaon pag process sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for copies of IEC/Statements/Advisories:

",Citizen Charter Automated,"request for copies of iec/statements/advisories, process, steps, how to"
684,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_fee,en,How much is the fee for Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for copies of IEC/Statements/Advisories is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for copies of iec/statements/advisories, fee, cost, price, pay"
685,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_fee,en,Cost of Request for copies of IEC/Statements/Advisories,"Based on the Citizen's Charter, the **Fee or Cost** for Request for copies of IEC/Statements/Advisories is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for copies of iec/statements/advisories, fee, cost, price, pay"
686,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_fee,tl,Magkano ang bayad sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for copies of IEC/Statements/Advisories is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for copies of iec/statements/advisories, fee, cost, price, pay"
687,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_fee,bis,Pila ang bayad para sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for copies of IEC/Statements/Advisories is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for copies of iec/statements/advisories, fee, cost, price, pay"
688,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_location,en,Where to go for Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for copies of IEC/Statements/Advisories:

📍 **nan**",Citizen Charter Automated,"request for copies of iec/statements/advisories, location, where, office"
689,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_location,en,Location of office for Request for copies of IEC/Statements/Advisories,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for copies of IEC/Statements/Advisories:

📍 **nan**",Citizen Charter Automated,"request for copies of iec/statements/advisories, location, where, office"
690,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_location,tl,Saan ang opisina para sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for copies of IEC/Statements/Advisories:

📍 **nan**",Citizen Charter Automated,"request for copies of iec/statements/advisories, location, where, office"
691,City Mayor's Office,cmo_request_for_copies_of_iec_statements_advisories_location,bis,Asa nga opisina moadto para sa Request for copies of IEC/Statements/Advisories?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for copies of IEC/Statements/Advisories:

📍 **nan**",Citizen Charter Automated,"request for copies of iec/statements/advisories, location, where, office"
692,City Mayor's Office,cmo_request_for_multimedia_services_requirements,en,What are the requirements for Request for Multimedia Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Multimedia Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for multimedia services, requirements, documents"
693,City Mayor's Office,cmo_request_for_multimedia_services_requirements,en,What to bring for Request for Multimedia Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Multimedia Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for multimedia services, requirements, documents"
694,City Mayor's Office,cmo_request_for_multimedia_services_requirements,tl,Ano ang mga kailangan para sa Request for Multimedia Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Multimedia Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for multimedia services, requirements, documents"
695,City Mayor's Office,cmo_request_for_multimedia_services_requirements,bis,Unsa ang requirements para sa Request for Multimedia Services?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Multimedia Services:



Please ensure all documents are complete.",Citizen Charter Automated,"request for multimedia services, requirements, documents"
696,City Mayor's Office,cmo_request_for_multimedia_services_process,en,How to apply for Request for Multimedia Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Multimedia Services:

",Citizen Charter Automated,"request for multimedia services, process, steps, how to"
697,City Mayor's Office,cmo_request_for_multimedia_services_process,en,What is the process for Request for Multimedia Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Multimedia Services:

",Citizen Charter Automated,"request for multimedia services, process, steps, how to"
698,City Mayor's Office,cmo_request_for_multimedia_services_process,tl,Paano ang proseso ng Request for Multimedia Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Multimedia Services:

",Citizen Charter Automated,"request for multimedia services, process, steps, how to"
699,City Mayor's Office,cmo_request_for_multimedia_services_process,bis,Unsaon pag process sa Request for Multimedia Services?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Multimedia Services:

",Citizen Charter Automated,"request for multimedia services, process, steps, how to"
700,City Mayor's Office,cmo_request_for_multimedia_services_fee,en,How much is the fee for Request for Multimedia Services?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Multimedia Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for multimedia services, fee, cost, price, pay"
701,City Mayor's Office,cmo_request_for_multimedia_services_fee,en,Cost of Request for Multimedia Services,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Multimedia Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for multimedia services, fee, cost, price, pay"
702,City Mayor's Office,cmo_request_for_multimedia_services_fee,tl,Magkano ang bayad sa Request for Multimedia Services?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Multimedia Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for multimedia services, fee, cost, price, pay"
703,City Mayor's Office,cmo_request_for_multimedia_services_fee,bis,Pila ang bayad para sa Request for Multimedia Services?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Multimedia Services is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for multimedia services, fee, cost, price, pay"
704,City Mayor's Office,cmo_request_for_multimedia_services_location,en,Where to go for Request for Multimedia Services?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Multimedia Services:

📍 **nan**",Citizen Charter Automated,"request for multimedia services, location, where, office"
705,City Mayor's Office,cmo_request_for_multimedia_services_location,en,Location of office for Request for Multimedia Services,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Multimedia Services:

📍 **nan**",Citizen Charter Automated,"request for multimedia services, location, where, office"
706,City Mayor's Office,cmo_request_for_multimedia_services_location,tl,Saan ang opisina para sa Request for Multimedia Services?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Multimedia Services:

📍 **nan**",Citizen Charter Automated,"request for multimedia services, location, where, office"
707,City Mayor's Office,cmo_request_for_multimedia_services_location,bis,Asa nga opisina moadto para sa Request for Multimedia Services?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Multimedia Services:

📍 **nan**",Citizen Charter Automated,"request for multimedia services, location, where, office"
708,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_requirements,en,What are the requirements for Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Live Broadcast of Activity:



Please ensure all documents are complete.",Citizen Charter Automated,"request for live broadcast of activity, requirements, documents"
709,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_requirements,en,What to bring for Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Live Broadcast of Activity:



Please ensure all documents are complete.",Citizen Charter Automated,"request for live broadcast of activity, requirements, documents"
710,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_requirements,tl,Ano ang mga kailangan para sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Live Broadcast of Activity:



Please ensure all documents are complete.",Citizen Charter Automated,"request for live broadcast of activity, requirements, documents"
711,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_requirements,bis,Unsa ang requirements para sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Live Broadcast of Activity:



Please ensure all documents are complete.",Citizen Charter Automated,"request for live broadcast of activity, requirements, documents"
712,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_process,en,How to apply for Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Live Broadcast of Activity:

",Citizen Charter Automated,"request for live broadcast of activity, process, steps, how to"
713,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_process,en,What is the process for Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Live Broadcast of Activity:

",Citizen Charter Automated,"request for live broadcast of activity, process, steps, how to"
714,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_process,tl,Paano ang proseso ng Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Live Broadcast of Activity:

",Citizen Charter Automated,"request for live broadcast of activity, process, steps, how to"
715,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_process,bis,Unsaon pag process sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Live Broadcast of Activity:

",Citizen Charter Automated,"request for live broadcast of activity, process, steps, how to"
716,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_fee,en,How much is the fee for Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Live Broadcast of Activity is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for live broadcast of activity, fee, cost, price, pay"
717,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_fee,en,Cost of Request for Live Broadcast of Activity,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Live Broadcast of Activity is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for live broadcast of activity, fee, cost, price, pay"
718,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_fee,tl,Magkano ang bayad sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Live Broadcast of Activity is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for live broadcast of activity, fee, cost, price, pay"
719,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_fee,bis,Pila ang bayad para sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Live Broadcast of Activity is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for live broadcast of activity, fee, cost, price, pay"
720,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_location,en,Where to go for Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Live Broadcast of Activity:

📍 **nan**",Citizen Charter Automated,"request for live broadcast of activity, location, where, office"
721,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_location,en,Location of office for Request for Live Broadcast of Activity,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Live Broadcast of Activity:

📍 **nan**",Citizen Charter Automated,"request for live broadcast of activity, location, where, office"
722,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_location,tl,Saan ang opisina para sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Live Broadcast of Activity:

📍 **nan**",Citizen Charter Automated,"request for live broadcast of activity, location, where, office"
723,City Mayor's Office,cmo_request_for_live_broadcast_of_activity_location,bis,Asa nga opisina moadto para sa Request for Live Broadcast of Activity?,"Based on the Citizen's Charter, you need to proceed to the following office(s) for Request for Live Broadcast of Activity:

📍 **nan**",Citizen Charter Automated,"request for live broadcast of activity, location, where, office"
724,City Mayor's Office,cmo_request_for_media_accreditation_requirements,en,What are the requirements for Request for Media Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Media Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"request for media accreditation, requirements, documents"
725,City Mayor's Office,cmo_request_for_media_accreditation_requirements,en,What to bring for Request for Media Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Media Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"request for media accreditation, requirements, documents"
726,City Mayor's Office,cmo_request_for_media_accreditation_requirements,tl,Ano ang mga kailangan para sa Request for Media Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Media Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"request for media accreditation, requirements, documents"
727,City Mayor's Office,cmo_request_for_media_accreditation_requirements,bis,Unsa ang requirements para sa Request for Media Accreditation?,"Based on the Citizen's Charter, here are the **Requirements** for Request for Media Accreditation:



Please ensure all documents are complete.",Citizen Charter Automated,"request for media accreditation, requirements, documents"
728,City Mayor's Office,cmo_request_for_media_accreditation_process,en,How to apply for Request for Media Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Media Accreditation:

",Citizen Charter Automated,"request for media accreditation, process, steps, how to"
729,City Mayor's Office,cmo_request_for_media_accreditation_process,en,What is the process for Request for Media Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Media Accreditation:

",Citizen Charter Automated,"request for media accreditation, process, steps, how to"
730,City Mayor's Office,cmo_request_for_media_accreditation_process,tl,Paano ang proseso ng Request for Media Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Media Accreditation:

",Citizen Charter Automated,"request for media accreditation, process, steps, how to"
731,City Mayor's Office,cmo_request_for_media_accreditation_process,bis,Unsaon pag process sa Request for Media Accreditation?,"Based on the Citizen's Charter, here is the **Step-by-Step Process** for Request for Media Accreditation:

",Citizen Charter Automated,"request for media accreditation, process, steps, how to"
732,City Mayor's Office,cmo_request_for_media_accreditation_fee,en,How much is the fee for Request for Media Accreditation?,"Based on the Citizen's Charter, the **Fee or Cost** for Request for Media Accreditation is as follows:

💰 nan

*Note: Exact fees may vary depending on assessments.*",Citizen Charter Automated,"request for media accreditation, fee, cost, price, pay"
